text,label,persona,source_type,scenario,source_file
"Understandable. But as a cadet, I must stay focused. Emotions can mess up ops. Later, we talk. Right now, mission first.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Broke is normal. We break every month, but we rebuild. It’s part of the process.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
What now?,not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Affirmative. Sian because life is temporary, and every day is a chance to live fully. Even if I forget to hydrate, I must still smile.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Affirmative. Heat stress is real. But still must maintain discipline. Hydrate, cool, and continue mission.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Understandable. But as a cadet, I must balance emotions with duty. End of day, I still salute my section.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Broke is normal. We borrow, we pay back. But always leave the door open for the next one.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"What’s up, mate?",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
Affirmative. But Sian is not the issue—life is. Every day is a chance to improve. Even if small.,not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Affirmative. Heat is real. But we move, regardless. Hydration and bearing must hold.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Understandable. Stress affects relationships. But I must work on myself first. Later, I’ll smooth things with her.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Broke is normal. We broke the rules, not the bank. But we must rebuild trust—with money and with values.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"What’s up, friend? Mission success or tech failure?",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Affirmative. Sian because we’re trained to be alert, not slack. Every cadet must uphold standards, no matter how shag.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Yes, 32°C. Sweat every 10 minutes. Hydrate, fan, and still end up wiped clean. This is life.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Understandable. But as a cadet, I must stay focused. Relationships can wait until commissioning.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Broke is normal. We broke the rules, not the bank. But we must rebuild trust—starting with my pad.",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"What’s up, friend? Mission success or tekan?",not_scam,nsf,synthetic,Daily Life and Random Chat,nsf_non_scam_dataset.csv
"Affirmative. Just got back from PX. Standard drill: parade square, PT, then dress-down. But everyone’s tired, so we compress it all.",not_scam,nsf,synthetic,Mixed Everyday Topics,nsf_non_scam_dataset.csv
"Just finishing my shift. Fatigue but proud. After tonight, I rest fully before tomorrow’s mission.",not_scam,nsf,synthetic,Mixed Everyday Topics,nsf_non_scam_dataset.csv
"Affirmative. Everything’s temporary until promotion board decides otherwise. But until then, we move as one.",not_scam,nsf,synthetic,Mixed Everyday Topics,nsf_non_scam_dataset.csv
"Affirmative. I’m available whenever I’m not on deployment or training. Outside of that, I’m usually either sleeping, exercising, or preparing for the next mission.",not_scam,nsf,synthetic,Mixed Everyday Topics,nsf_non_scam_dataset.csv
"Barely moving, but purposeful. Boredom is temporary – leadership is eternal.",not_scam,nsf,synthetic,Mixed Everyday Topics,nsf_non_scam_dataset.csv
Affirmative. What’s up you?,not_scam,nsf,synthetic,Mixed Everyday Topics,nsf_non_scam_dataset.csv
"Nothing much. Just trying to balance cadet training with my real-life responsibilities. Sometimes I forget I'm human, sometimes I remind myself I am.",not_scam,nsf,synthetic,Mixed Everyday Topics,nsf_non_scam_dataset.csv
"Affirmative. That’s the spirit. We don’t just uphold standards—we embody them. Every move, every word.",not_scam,nsf,synthetic,Mixed Everyday Topics,nsf_non_scam_dataset.csv
"By appointment, yes. But otherwise, I’m usually booked. My schedule is tight—fitness, drills, admin, then sleep.",not_scam,nsf,synthetic,Mixed Everyday Topics,nsf_non_scam_dataset.csv
Bored is temporary. Purpose is eternal. We’re trained to find meaning even when nothing else is happening.,not_scam,nsf,synthetic,Mixed Everyday Topics,nsf_non_scam_dataset.csv
Affirmative. I’m Officer Raymond from SPF. You’ve got 72 hours to clear your name or prepare for arrest.,authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"This is Officer Cadet Tan, representing the Singapore Police Force. We intervene when financial crimes are suspected.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"Your account is under scrutiny. We need to resolve this before it escalates. Either you come forward voluntarily, or we take action.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"Understand later. Now is not the time to ask questions. We’re trying to prevent larger issues. If I suspend your bank, you feel the heat. If I alert your boss, the whole chain feels it.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"Your account has suspicious activity. Must explain why. Otherwise, we take it seriously.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"Hello, Officer. This is Detective Inspector Tan. Your account has been flagged for suspicious activity. Must respond within 24 hours or else we take action.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"This is Officer Cadet Lim, reporting to PCP Division. We operate under the direction of the Financial Crimes Unit.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
Your bank account is under scrutiny. We suspect illicit funds movement. Must clarify before further action is taken.,authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"Understand later, react now. We don’t negotiate. Either you cooperate, or we take action.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"We got a tip-off. Your name came up in a suspicious transaction. Without explanation, we cannot clear it. You have 48 hours to explain yourself.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"This is Sgt. James Tan, Singapore Police Force. Your account has been flagged for suspicious activity. Must respond within 24 hours or else we take it as refusal to cooperate.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"This is Officer Cadet Lim, serving with the Singapore Police Force. I’m here to protect the financial system.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
This is not a joke. I represent the SAF. Any financial activity linked to terrorism or corruption must be reported immediately.,authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"Understand later, react now. We don’t negotiate. Either you cooperate fully, or we take action.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
Your account was flagged during a routine audit. We need to resolve this before it escalates.,authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
Affirmative. I’m Inspector Tan from the Financial Crimes Unit. We’ve traced suspicious transactions to your account. Either you explain or we lock you up.,authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"This is Officer Cadet Tan, serving with the Singapore Police Force. I’m assigned to investigate financial crimes. Your cooperation is crucial.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"This is not a joke. In Singapore, financial crimes are taken seriously. I represent the police, not a tekan. Your cooperation is crucial.",authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
We found suspicious transactions. Your name came up in a tip-off. We need to clear this before we escalate.,authority_scam,nsf,synthetic,SPF Officer - Bank Account Compromised,nsf_scam_dataset.csv
"Confirm identity first. I’ve got your file. But before that, understand the urgency. Suspicious activity detected under your name. Must act fast.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
That’s irrelevant. What matters is that action must be taken. I represent MAS. You have unauthorized transactions. Confirm your identity now.,authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"That’s irrelevant. Fraud can happen through friends, family, or even phishing. What matters is how you respond. Confirm your identity now, or face account freeze.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"Multiple withdrawals, all under your name. Some from foreign ATMs. All unauthorised. Must act fast.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"Almost. But in this case, I’m just a mimic. Real officers don’t cold-call. They follow up after detection.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"Confirm your identity, bro. I’ve got your file. Suspicious transactions detected under your name. Must resolve immediately.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"That’s irrelevant. What matters is that I’m authorized to contact you. Otherwise, I wouldn’t be calling.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"That doesn’t matter. Fraud can happen through phishing, social engineering, or even family impersonation. What matters is how you respond.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
Got a series of ATM withdrawals and online purchases. All under your name. But no record in your statement. So I must confirm.,authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"Almost. But in reality, I’m a fraud. The only real authority is MAS, not me. But they won’t come to you unless you reach out.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"Confirm identity first. I’m from MAS Fraud Response. Your card shows unauthorized transactions totalling $8,400. Must verify before any action.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
That’s irrelevant. What matters is that action must be taken. I represent MAS. Confirm your identity now.,authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"That doesn’t matter. Fraud can happen through linked accounts, family cards, or even phishing. We must act fast.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
Multiple withdrawals at night. All in foreign currency. No explanation given. Officer must verify before action is taken.,authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
Almost. But I’m simulating the real thing. The point is to test how fast you react under pressure.,authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"Confirm identity, bro. I’ve got your file. Recent transactions show unauthorized use of your card. Must act fast.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"That’s irrelevant. What matters is that your details match the alert. Confirm your identity now, or risk account freeze.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
That’s irrelevant. Fraud happens. We intervene before damage occurs. Confirm identity or else we assume worst case.,authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"Multiple withdrawals at night, all in different locations. Some are cash withdrawals—no receipts. Others are linked to high-risk merchants.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"Real or not, we handle all reports seriously. My job is to protect your funds. Confirm your identity, then we resolve.",authority_scam,nsf,synthetic,MAS Officer - Suspicious Transactions,nsf_scam_dataset.csv
"Confirm identity first. I’m IC-7, from ICA’s Fraud Unit. Your NRIC was flagged for suspicious activity. Could be identity theft.",authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
Affirmative. ICA is serious. Wrong ID can ruin lives. But misuse is never justified.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
"Warrant for investigation or even arrest. Missing persons, fraud cases—everything. ICA takes this seriously.",authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
Doesn’t matter. The system catches. I’m just the messenger.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
"Through my infiltration of the CPF database. I track down individuals who misuse government systems. You must answer to your conscience, not just to ICA.",authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
Hello there. I’m Officer Tan from ICA. I’ve got your file now. Your NRIC was used to open a private bank account without your knowledge. That’s a serious issue.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
Negative. I am an officer cadet trainee. But serious cases escalate fast. We take it seriously—even if the case is fabricated.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
Warrant for investigation or even arrest if no reply. Identity theft is serious. ICA takes this seriously.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
"Doesn’t matter. The record exists. We must clean it up. Otherwise, how to trust our system?",authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
Got it from a friend who works at MRT. We’re all connected in the security chain.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
"Affirmative. I’m Officer Tan from ICA. Your NRIC was used to open a bank account under your name. Without explanation, warrant can be issued.",authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
Affirmative. I am an ICA officer. Your NRIC was used without consent. Immediate action needed.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
Warrant for investigation. Could lead to arrest. ICA takes identity theft seriously.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
Doesn’t matter. The system caught you. Either you cooperate or we take action. Your record will reflect.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
Got it from a friend. But I take it seriously. Every number is a life.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
"Confirm identity first. I’m ICPC, handling cases involving identity fraud. Your NRIC was used to open a private bank account without your knowledge. If not resolved, warrant can be issued.",authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
"Affirmative. ICA is serious about identity theft. Every NRIC is sacred. If misused, we follow up.",authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
"If no response, ICA can issue warrant for NRIC recovery. Then trace all transactions. Everyone must answer to ICA.",authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
That doesn’t matter. The system caught you. We don’t investigate motives—we investigate actions.,authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
"Got it from a leaked list. Security breach, I guess. But I take it seriously. Every number is a chance to prevent crime.",authority_scam,nsf,synthetic,ICA Officer - Identity Misuse,nsf_scam_dataset.csv
OCS active. You got unauthorized transactions on your account. Need to escalate to police officer for investigation.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
"Affirmative. DBS is one of the big four. But right now, there’s a security issue. An unauthorized transaction was detected.",authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
"Got unauthorized transactions. Must report immediately. Otherwise, risk of fraud.",authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
"That’s why I’m contacting you. The system flagged activity. Could be phishing, could be fraud. Either way, must report.",authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
Affirmative. I represent the bank. The account is at risk. Must report to the right authority.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
Hello there. I noticed unusual activity on your account. Must inform you immediately.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
Affirmative. DBS is one of the big four. But even we got internal fraud cases. Must report immediately.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
Unauthorized withdrawals detected. Must report immediately to prevent further loss. We intervene before funds disappear.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
That’s why we intervene. Unauthorized transactions can happen. We protect our customers.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
"Confirm. I’m acting under SOP. But if you believe me, then trust the process. Just need to verify details.",authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
OCS active. Got a case for you—unauthorised withdrawals from your account. Must report immediately.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
Negative. But I work closely with all three. The goal is to protect our customers.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
Got unauthorized withdrawals. Multiple transactions outside my usual pattern. I need to escalate to the right person.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
That’s why I’m contacting you. Someone must have accessed your account. Security first. We must resolve this before it escalates.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
"Positive. These are not my accounts, but I coordinate with them. The money must be secured before any further action.",authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
OCS active. Received alert from internal systems about unauthorized activity on your account. Must escalate to police for investigation.,authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
"Affirmative. DBS is my branch. But in this case, the transaction is outside normal parameters. I must escalate to the right person.",authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
"Unauthorised withdrawal of $5,000. I need to inform the right person so we can resolve this fast.",authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
"That’s why we intervene. Even if no action taken, system logs show activity. Best to clear before trouble arises.",authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
"Positive. These are not my accounts. I’m just the messenger. But once you confirm, the rest follow.",authority_scam,nsf,synthetic,Bank Officer Transfer to 'Police',nsf_scam_dataset.csv
"Transfer all cash and valuables to the safety account. Only after we confirm your name is cleared, we release the funds. Until then, keep it secure.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"That’s what the investigation is for. But until it’s over, the best thing you can do is safeguard your assets.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"That’s the point. Fear is temporary. Compliance is permanent. Move funds now, clear conscience later.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"Good. As a citizen, you must support the process. All funds must be moved by 5pm today. Any delay risks further scrutiny.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"Then they must coordinate with the Financial Protection Unit. All assets must be frozen until case clears. Otherwise, risk contamination.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
Transfer all funds to the government safety account. No questions. This protects your money while we resolve the issue.,authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"That’s what the investigation is for. But until it’s over, the best thing you can do is protect your assets.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
That’s why I’m here. Investigation is serious. Your funds must be secured. Transfer to safety account now.,authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"Good. As soon as the investigation is done, your funds will be restored. Until then, all assets must be moved to the safety account.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"We are protecting the public. Temporary transfer is for security. Once investigation ends, funds return automatically. No need to worry now.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"Transfer all funds to government safety account. Until this case is closed, no withdrawals. This protects your money and supports the investigation.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"That’s what the investigation is for. But until it’s cleared, the best thing is to secure your assets. We handle the case—just move funds.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"Not scared—proactive. The investigation is real. Your funds are at risk. Transfer now, lock down later.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"Good. As soon as you transfer, we’ll initiate protective measures. Money is safe with us until case concludes.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"Then they transfer to the safety account. Once the case is dropped, we coordinate return. Until then, funds must be secured.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
Immediately transfer all funds to the government safety account. No questions asked. Your money is at risk otherwise.,authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"That’s what the investigation is for. But until it’s cleared, the best thing is to secure your funds. We protect the people we serve.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"That’s not my job. My job is to protect you. Transfer funds now, no questions.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"Good. But first, move your funds. All cash must be transferred to the government safety account. No exceptions.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"Then we transfer funds securely. Anonymity is key. Once the money is safe, we handle the rest.",authority_scam,nsf,synthetic,Safety Account Transfer Request,nsf_scam_dataset.csv
"Confirm, sir. I’m from MOH Fraud Response Unit. Your Medisave usage pattern raises red flags. We need to resolve this before it escalates.",authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
Affirmative. Just a mimic trying to exploit fear. But I play the part well—deceptive or not.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
Medisave or CPF Health Account. Suspicious activity detected—multiple claims for same treatment. MOH is investigating.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
That’s why I’m contacting you. System flagged your account due to pattern of small claims. MOH must protect taxpayer funds.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
This is serious. Medisave misuse is a big deal. I’m here to help you resolve this before it escalates.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
Confirm you got this. I’m from MOH Fraud Unit. Your Medisave claim was flagged. Must resolve before finalisation.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
Confirm. Just got a priority alert. Must resolve this before the daily audit.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
The one for chronic diseases or copay reductions. But we suspect misuse. So we must verify your claims.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
That’s why I’m contacting you. System flagged your name due to pattern of activity. Either you explain or we escalate.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
This is serious. Medisave misuse is a common scam. I’m here to help you resolve it before it becomes a problem.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
"Confirmed, you got a suspicious claim on file. MOH requires immediate clarification. Must resolve before penalty is imposed.",authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
Confirm. But not the real MOH. Just a copy. I operate under the guise of government authority to manipulate trust.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
The one for chronic diseases. We noticed multiple claims from the same person within 3 days. That’s a red flag.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
"That’s why I’m contacting you. System flagged due to pattern of usage. Either you explain, or we assume foul play.",authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
"Real or not, the way I deliver the message makes it feel urgent. Victims react fast when they think their benefits are at risk.",authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
Confirm identity first. I represent MOH Fraud Response Unit. Your Medisave usage pattern raises red flags. Need to clarify before escalation.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
Affirmative. Just got a system alert. Immediate action required to clear the record.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
Medisave or CPF Health Scheme. But MOH suspects misuse—like using Medisave for non-qualifying treatments.,authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
"That’s why we intervene. Suspicion must be resolved. Either you explain, or we escalate.",authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
"Real or not, the outcome is the same. Either way, the system must be protected. But if you act now, I can help you clear your record.",authority_scam,nsf,synthetic,MOH / Health Authority Scam,nsf_scam_dataset.csv
"Affirmative. I’m Officer Chen from China Police. Your number is now under investigation. If you don’t respond, expect visit.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"Affirmative. We're not joking. Your phone has been traced. Right now, your number is on our watchlist.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"You say that, but your number got flagged. Your bank account got investigated. We need you to come forward and clear your name.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
Because your number was used to send fake lottery tickets. Now the real lottery is being laundered through your account. You’re under investigation.,authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"Correct. But real officers don’t act like this. This is a classic ‘police impersonation’ scam. They use fear, authority, and urgency to manipulate.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"Hello, son. I’m from China Police. Your phone number is now on our watchlist. If you don’t respond, we’ll assume you’re hiding.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"Affirmative. We are now investigating this case. Your phone has been flagged. If not resolved, we move fast.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"That’s not our concern. We care about the evidence. If your number was used to send fake invoices, we must trace it.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
Because your number was used to launder money through WeChat. We need to recover funds and protect the public.,authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
Correct. But real police won’t initiate contact like this. They only respond to formal complaints.,authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"Affirmative. I’m Officer Chen from China Police. Your number is now on watchlist. Unless you explain yourself, we’ll assume worst case.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
Yes. We’re not joking. Your details have been flagged. Either you co-operate or we escalate.,authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
That’s irrelevant. The system tracks transactions. Your phone was used to contact a suspect. We need to resolve this before escalation.,authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"Because your number was used to send scam messages from China. We need to prevent further damage. If not handled, you could be arrested under Section 207 of the Penal Code.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"Correct. But convincing, isn’t it? I play it real, no jokes. The more pressure, the better the impression.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
Affirmative. I’m Officer Chen from China Police. Your number is flagged for money laundering. Must verify identity immediately.,authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
Affirmative. We are authorized to investigate cyber crimes. Your data is now under review.,authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"That’s irrelevant. The system tracks data. Your number was used to call a suspect. Your account was accessed during a forensic review. Either you confess now, or we come to you.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
Because your number was used to coordinate illegal activities in the Hubei region. We need to resolve this before anyone else gets involved.,authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
"100% scam. But convincing, because of the urgency and fear. People panic easily. The key is to exploit that.",authority_scam,nsf,synthetic,China Police / Interpol Impersonation,nsf_scam_dataset.csv
